-1.0864,-0.22302
-1.0865,-0.2226
-1.0867,-0.22071
-1.0872,-0.22119
-1.0871,-0.21955
-1.0871,-0.2195
-1.0869,-0.22196
-1.0865,-0.2228
-1.0869,-0.22282
-1.0879,-0.2213
-1.0867,-0.22262
-1.0866,-0.22188
-1.0869,-0.21866
-1.0863,-0.2158
-1.0887,-0.20969
-1.0964,-0.19907
-1.0951,-0.192
-1.1012,-0.1815
-1.1049,-0.16813
-1.1154,-0.15035
-1.128,-0.1295
-1.1431,-0.11048
-1.1614,-0.090439
-1.1813,-0.070069
-1.2027,-0.049679
-1.2273,-0.029147
-1.2532,-0.010391
-1.2778,0.007214
-1.3024,0.022627
-1.3245,0.035931
-1.3432,0.047151
-1.3614,0.056239
-1.3749,0.0636
-1.3879,0.069591
-1.3975,0.074274
-1.4051,0.077464
-1.4118,0.07948
-1.4185,0.080696
-1.4211,0.082164
-1.4202,0.083724
-1.4246,0.085533
-1.425,0.08775
-1.4243,0.088643
-1.4237,0.089346
-1.423,0.088699
-1.4222,0.087816
-1.4212,0.087363
-1.42,0.088005
-1.419,0.089186
-1.4179,0.090053
-1.4176,0.090137
-1.4164,0.090189
-1.4157,0.089486
-1.4147,0.088699
-1.4155,0.087816
-1.4156,0.087882
-1.4158,0.088662
-1.4161,0.089478
-1.4161,0.09069
