-1.3973,0.11875
-1.3959,0.11737
-1.3935,0.1163
-1.3909,0.11596
-1.3879,0.11571
-1.3845,0.11403
-1.3825,0.11367
-1.3786,0.11414
-1.3754,0.11477
-1.3727,0.11522
-1.3701,0.1159
-1.367,0.11657
-1.3628,0.11958
-1.3595,0.12133
-1.3552,0.12316
-1.3516,0.12397
-1.3478,0.12456
-1.3441,0.12543
-1.3399,0.12709
-1.3374,0.12907
-1.3356,0.13131
-1.3319,0.13452
-1.3308,0.13668
-1.3282,0.1392
-1.3282,0.14011
-1.3242,0.14187
-1.3208,0.14397
-1.3176,0.14531
-1.3145,0.14649
-1.3105,0.14889
-1.3032,0.15295
-1.3006,0.15292
-1.2958,0.1545
-1.2905,0.15594
-1.2846,0.15771
-1.2764,0.16078
-1.2657,0.16574
-1.2513,0.16811
-1.2329,0.17588
-1.2126,0.18172
-1.1902,0.18887
-1.1653,0.19576
-1.1428,0.20078
-1.1152,0.20705
-1.0749,0.21715
-1.0227,0.23025
-0.96431,0.2439
-0.90203,0.25763
-0.83533,0.27164
-0.76824,0.28645
-0.70197,0.30226
-0.63118,0.3176
-0.56482,0.33356
-0.50374,0.34794
-0.44584,0.36255
-0.3911,0.37733
-0.34087,0.39059
-0.29827,0.40196
-0.26509,0.41151
-0.24282,0.41833
-0.22979,0.42298
-0.21193,0.42879
-0.19467,0.43422
-0.18277,0.43693
-0.17249,0.43904
-0.16277,0.44173
-0.15526,0.44391
-0.14958,0.44664
-0.14471,0.44857
-0.14072,0.44981
-0.13747,0.45178
-0.13512,0.45366
-0.13212,0.45617
-0.12924,0.45801
-0.12558,0.4599
-0.1197,0.46221
-0.11864,0.46238
-0.11473,0.46321
-0.10838,0.46496
-0.10076,0.46677
-0.094129,0.46823
-0.089178,0.46849
-0.078814,0.47125
-0.070569,0.47267
-0.059601,0.475
-0.046737,0.4782
-0.03113,0.48248
-0.015235,0.48709
0.008219,0.49386
0.03316,0.50312
0.056367,0.50676
0.084449,0.51127
0.11408,0.51633
0.16018,0.52637
0.2126,0.53712
0.27319,0.54844
0.33966,0.5596
0.41255,0.5711
0.48711,0.58248
0.56659,0.59433
0.64252,0.60284
0.71447,0.60935
0.77829,0.61243
0.84555,0.61708
0.90339,0.61736
0.95887,0.61737
1.0087,0.61637
1.0478,0.61448
1.0741,0.61132
1.0883,0.60959
1.1007,0.6091
1.1181,0.60886
1.133,0.61049
1.1444,0.60948
1.1558,0.60822
1.1644,0.60731
1.1701,0.60523
1.1751,0.60271
1.1768,0.60138
1.1801,0.60097
1.1845,0.60175
1.1863,0.60226
1.1891,0.60267
1.1912,0.60279
1.1923,0.60253
1.1946,0.60262
1.1968,0.60242
1.1991,0.60217
1.2015,0.60113
1.2042,0.60038
1.2074,0.59954
1.2101,0.59888
1.2139,0.59788
1.2142,0.59594
1.2184,0.59445
1.222,0.59319
1.2266,0.59185
1.2331,0.59017
1.2409,0.58801
1.2473,0.58621
1.2596,0.58394
1.2657,0.58218
1.2778,0.57695
1.3012,0.5741
1.3222,0.57202
1.3437,0.56816
1.3627,0.56467
1.3872,0.55954
1.426,0.54839
1.4748,0.5303
1.5277,0.50685
1.5894,0.4731
1.6497,0.43
1.702,0.38552
1.7487,0.3369
1.7901,0.2833
1.824,0.2282
1.8493,0.17212
1.8632,0.12803
1.8744,0.07409
1.8788,0.023273
1.8771,-0.02277
1.8722,-0.06478
1.8641,-0.10042
1.8552,-0.12766
1.8455,-0.14631
1.8377,-0.15786
1.8333,-0.17063
1.8311,-0.17985
1.8301,-0.18527
1.8296,-0.18967
1.8309,-0.19647
1.8327,-0.20195
1.8335,-0.20335
1.8335,-0.20547
1.8321,-0.20733
1.8296,-0.20842
1.8278,-0.20908
1.8264,-0.21243
1.8252,-0.21556
1.8239,-0.22013
1.8232,-0.21831
1.8224,-0.21832
1.8215,-0.21847
1.8204,-0.21892
1.8194,-0.2194
1.818,-0.22055
1.8163,-0.22176
1.8133,-0.22301
1.8109,-0.22678
1.8067,-0.22992
1.8024,-0.23406
1.7975,-0.23907
1.7913,-0.2471
1.7842,-0.25384
1.7757,-0.26232
1.7649,-0.27475
1.7509,-0.28867
1.735,-0.3046
1.7163,-0.31927
1.6943,-0.33914
1.6595,-0.36689
1.6288,-0.39037
1.5894,-0.416
1.5336,-0.44821
1.4711,-0.47812
1.4164,-0.49805
1.3613,-0.51532
1.3045,-0.52903
1.2323,-0.54135
1.1611,-0.54835
1.0895,-0.54953
1.0218,-0.54683
0.95849,-0.54073
0.89936,-0.53281
0.84415,-0.52374
0.79908,-0.51458
0.76162,-0.50595
0.73317,-0.49724
0.71093,-0.49073
0.69569,-0.48904
0.68255,-0.48752
0.67241,-0.48646
0.65831,-0.4849
0.64672,-0.48432
0.63883,-0.48489
0.63508,-0.48507
0.63,-0.48441
0.62637,-0.48386
0.6197,-0.48419
0.61633,-0.48496
0.6107,-0.48467
0.60727,-0.48403
0.60373,-0.48379
0.59895,-0.48334
0.59362,-0.48271
0.59193,-0.48219
0.58576,-0.48201
0.58163,-0.48209
0.57453,-0.48136
0.56744,-0.48031
0.55884,-0.47894
0.54787,-0.4771
0.53253,-0.47544
0.52444,-0.47421
0.51001,-0.47113
0.48327,-0.46636
0.45865,-0.46181
0.43579,-0.45594
0.41833,-0.44897
0.38658,-0.43843
0.34727,-0.42767
0.28929,-0.41385
0.22848,-0.39847
0.15635,-0.38124
0.081072,-0.36308
0.011256,-0.3457
-0.05595,-0.32992
-0.12402,-0.31379
-0.18828,-0.2994
-0.24848,-0.28597
-0.3033,-0.27355
-0.35308,-0.26216
-0.39966,-0.2535
-0.44008,-0.24481
-0.47213,-0.23783
-0.49505,-0.23361
-0.51502,-0.23116
-0.53185,-0.22913
-0.54507,-0.22827
-0.56227,-0.22681
-0.5739,-0.22407
-0.58656,-0.22129
-0.59629,-0.21951
-0.60352,-0.21932
-0.61043,-0.21925
-0.61362,-0.21939
-0.6176,-0.21933
-0.62075,-0.2184
-0.62424,-0.21901
-0.62787,-0.21977
-0.63231,-0.22024
-0.63553,-0.22089
-0.63776,-0.22108
-0.64111,-0.22186
-0.64329,-0.22243
-0.64529,-0.22268
-0.64998,-0.22269
-0.6538,-0.22229
-0.65574,-0.22209
-0.65936,-0.22201
-0.66364,-0.22174
-0.67015,-0.22147
-0.67557,-0.22157
-0.6824,-0.2218
-0.68845,-0.22181
-0.69688,-0.22125
-0.70676,-0.22048
-0.71474,-0.21943
-0.7257,-0.21782
-0.73945,-0.21785
-0.75253,-0.2177
-0.76573,-0.219
-0.78007,-0.219
-0.79221,-0.21546
-0.81209,-0.21349
-0.83627,-0.21308
-0.86526,-0.21392
-0.89493,-0.21546
-0.92353,-0.21797
-0.95084,-0.22236
-0.97086,-0.22352
-0.99392,-0.22696
-1.0145,-0.23035
-1.0325,-0.23348
-1.0477,-0.23546
-1.0602,-0.23571
-1.0704,-0.23399
-1.0795,-0.23268
-1.0849,-0.22977
-1.0876,-0.23094
-1.088,-0.2312
-1.0858,-0.22877
-1.0856,-0.22955
-1.0874,-0.23081
-1.0882,-0.23005
-1.0868,-0.22745
-1.086,-0.22517
-1.0859,-0.22563
-1.0858,-0.22518
-1.0859,-0.22323
